area,code,region,item,food_req_cap,food_gap_cap,food_gap_ratio,food_req_total,food_gap_total,pop,pop_ratio
Afghanistan,AFG,Asia South,Abaca,0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,"Alcohol, Non-Food",0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Apples and products,2.9143897996357016,0.0,0.0,112000.00000000001,100064.11657559201,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Asses,0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Bananas,2.5240957585219883,-0.9925187225060044,-39.32175390553265,97001.0,86663.56582097322,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Barley and products,0.1040593286494924,-0.0016445734867353567,-1.5804190821515185,3998.9999999999927,3572.8250195159962,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Beans,0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Beer,0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,"Beverages, Alcoholic",0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,"Beverages, Fermented",0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Bovine Meat,3.27863648191517,-0.6577743483885827,-20.062436077218095,125998.0,112570.34428831644,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Buffaloes,0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,"Butter, Ghee",0.936768149882904,-0.19920902521675343,-21.265563441888425,36000.0,32163.46604215457,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,"Camelids, other",0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Camels,0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Cassava and products,0.07801196981524851,-0.05423633598856685,-69.52309513144175,2998.0,2678.5019776216495,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Cattle,0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,"Cereals, Other",0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,"Citrus, Other",1.457168878480354,-1.2253758704919107,-84.09292077180686,55999.0,50031.16485818373,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Cloves,0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Cocoa Beans and products,0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Coconut Oil,0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Coconuts - Incl Copra,0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Coffee and products,0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Copra Cake,0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Cotton lint,0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Cottonseed,0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Cottonseed Cake,0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Cottonseed Oil,0.10408534998698929,-0.05928264113927703,-56.955797474560434,3999.9999999999986,3573.7184491282837,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Dates,0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Eggs,1.1188654696851421,-0.7026736147824262,-62.80233270405282,42998.00000000001,38415.68646890452,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,"Fats, Animals, Raw",0.2602133749674734,-0.0254304924146542,-9.772938234951612,10000.0,8934.296122820717,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,"Fish, Seafood",0.3692427790788447,-0.03621180436861354,-9.807044692641398,14190.000000000002,12677.766198282588,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Fodder crops,0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,"Fruits, Other",8.040385115794951,-1.3012972844779256,-16.184514370108825,308992.0,276062.6027582617,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Goats,0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Grapefruit and products,0.026021337496747333,-7.434647592475738e-05,-0.28571350697882414,1000.0,893.4296122820713,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Grapes and products (excl wine),17.121988030184752,-1.2145434602096454,-7.093472195334439,657998.0,587874.8980223783,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Grazing,0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Groundnut Cake,0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Groundnut Oil,0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Groundnuts (Shelled Eq),0.3902680197762165,-0.3287452294194399,-84.23575921182209,14998.0,13399.657325006508,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,"Hard Fibres, Other",0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Hides and skins,0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Honey,0.052042674993494666,-0.0013869538649324623,-2.665031851467725,2000.0,1786.8592245641426,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Hops,0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Horses,0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Jute,0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Jute-Like Fibres,0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,"Lemons, Limes and products",0.051964610981004425,-0.011891667441940201,-22.88416523754441,1997.0,1784.178935727296,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Maize Germ Oil,0.052016653655997926,-0.024552730597558237,-47.20167267954791,1999.0,1785.96579495186,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Maize and products,2.706062971636742,-0.4465105183553022,-16.50037427197172,103994.0,92911.31909966173,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,"Meat, Other",0.312256049960968,-0.09965437742393515,-31.91431437001523,12000.0,10721.155347384858,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Milk - Excluding Butter,35.102654176424664,-11.75528807487261,-33.48831691128243,1348995.0,1205232.079820453,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Millet and products,0.13010668748373672,-0.1046175907860658,-80.40908027817014,5000.0,4467.148061410358,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Mules,0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Mutton & Goat Meat,4.085349986989332,-1.1317009833378306,-27.701445088963574,157000.0,140268.44912828523,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Nuts and products,1.5611241217798597,-0.21786754225527827,-13.955811662616824,59994.0,53600.41615925059,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,Oats,0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,"Offals, Edible",1.3530054644808744,-0.22495641758027718,-16.62642343182178,51996.00000000001,46454.76612021859,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,"Oil, palm fruit",0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
Afghanistan,AFG,Asia South,"Oilcrops Oil, Other",0.0,0.0,0.0,0.0,0.0,72764500.0,0.0076334369671154645
